InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Discount,TotalAmount
INV000489,P0007,背包,4,2023-04-02 00:00:00,197.7,C00051,China,服装鞋帽,0,790.79
INV000517,P0016,Python编程书,4,2023-04-02 00:00:00,243.1,C00055,China,图书音像,0,972.39
INV000518,P0013,床上四件套,2,2023-04-02 00:00:00,1136.22,C00055,China,家居家装,0,2272.45
INV000519,P0018,蓝牙音箱,2,2023-04-02 00:00:00,975.65,C00055,China,电子产品,96.6,1854.7
INV001154,P0012,台灯,2,2023-04-02 00:00:00,185.26,C00127,China,家居家装,10.79,359.73
INV001871,P0009,坚果礼盒,1,2023-04-02 00:00:00,176.23,C00190,China,食品饮料,18.42,157.81
INV001872,P0014,沙发,4,2023-04-02 00:00:00,4062.02,C00190,China,家居家装,0,16248.07
INV001873,P0004,男士衬衫,4,2023-04-02 00:00:00,353.69,C00190,China,服装鞋帽,26.4,1388.35
INV002164,P0005,女士连衣裙,3,2023-04-02 00:00:00,652.77,C00222,China,服装鞋帽,0,1958.31
INV000116,P0013,床上四件套,3,2023-04-03 00:00:00,535.94,C00012,China,家居家装,47.01,1560.8
INV000117,P0017,商业分析书,1,2023-04-03 00:00:00,133.45,C00012,China,图书音像,0,133.45
INV000118,P0010,茶叶,2,2023-04-03 00:00:00,192.58,C00012,China,食品饮料,0,385.16
INV000254,P0015,餐具套装,2,2023-04-03 00:00:00,489.6,C00026,China,家居家装,82.36,896.84
INV000255,P0006,运动鞋,1,2023-04-03 00:00:00,1087.66,C00026,China,服装鞋帽,0,1087.66
INV000256,P0007,背包,2,2023-04-03 00:00:00,446.47,C00026,China,服装鞋帽,34.43,858.5
INV000305,P0019,智能手表,1,2023-04-03 00:00:00,649.07,C00030,China,电子产品,0,649.07
INV000306,P0002,无线耳机,4,2023-04-03 00:00:00,312.77,C00030,China,电子产品,0,1251.07
INV000962,P0009,坚果礼盒,4,2023-04-03 00:00:00,201.29,C00094,China,食品饮料,0,805.15
INV000963,P0014,沙发,3,2023-04-03 00:00:00,4311.87,C00094,China,家居家装,0,12935.62
INV001013,P0015,餐具套装,3,2023-04-03 00:00:00,222.97,C00107,China,家居家装,0,668.91
INV001014,P0007,背包,3,2023-04-03 00:00:00,181.43,C00107,China,服装鞋帽,0,544.28
INV001015,P0018,蓝牙音箱,4,2023-04-03 00:00:00,205.45,C00107,China,电子产品,13.75,808.04
INV001016,P0004,男士衬衫,4,2023-04-03 00:00:00,204.37,C00107,China,服装鞋帽,33.76,783.71
INV001473,P0015,餐具套装,4,2023-04-03 00:00:00,181.67,C00157,China,家居家装,0,726.68
INV001474,P0010,茶叶,3,2023-04-03 00:00:00,109.86,C00157,China,食品饮料,0,329.57
INV001475,P0008,咖啡豆,1,2023-04-03 00:00:00,57.3,C00157,China,食品饮料,0,57.3
INV001693,P0017,商业分析书,1,2023-04-03 00:00:00,91.0,C00177,China,图书音像,0,91.0
INV001694,P0004,男士衬衫,3,2023-04-03 00:00:00,320.21,C00177,China,服装鞋帽,0,960.64
INV002277,P0018,蓝牙音箱,4,2023-04-03 00:00:00,195.27,C00233,China,电子产品,0,781.1
INV002355,P0017,商业分析书,4,2023-04-03 00:00:00,69.38,C00240,China,图书音像,12.19,265.31
INV002356,P0018,蓝牙音箱,1,2023-04-03 00:00:00,234.14,C00240,China,电子产品,38.54,195.6
INV002357,P0012,台灯,3,2023-04-03 00:00:00,124.62,C00240,China,家居家装,0,373.86
INV002358,P0016,Python编程书,4,2023-04-03 00:00:00,72.99,C00240,China,图书音像,0,291.94
INV000569,P0007,背包,4,2023-04-04 00:00:00,646.22,C00059,China,服装鞋帽,0,2584.87
INV001457,P0004,男士衬衫,4,2023-04-04 00:00:00,327.72,C00156,China,服装鞋帽,0,1310.9
INV001493,P0007,背包,1,2023-04-04 00:00:00,344.71,C00160,China,服装鞋帽,0,344.71
INV001494,P0009,坚果礼盒,1,2023-04-04 00:00:00,168.39,C00160,China,食品饮料,0,168.39
INV001529,P0004,男士衬衫,4,2023-04-04 00:00:00,338.35,C00162,China,服装鞋帽,63.21,1290.19
INV001530,P0010,茶叶,4,2023-04-04 00:00:00,192.33,C00162,China,食品饮料,0,769.31
INV001531,P0005,女士连衣裙,2,2023-04-04 00:00:00,494.6,C00162,China,服装鞋帽,0,989.2
INV001532,P0018,蓝牙音箱,1,2023-04-04 00:00:00,350.58,C00162,China,电子产品,0,350.58
INV001595,P0012,台灯,3,2023-04-04 00:00:00,90.0,C00167,China,家居家装,0,270.01
INV001596,P0013,床上四件套,2,2023-04-04 00:00:00,215.08,C00167,China,家居家装,0,430.16
INV001796,P0014,沙发,1,2023-04-04 00:00:00,3008.73,C00185,China,家居家装,0,3008.73
INV001797,P0018,蓝牙音箱,2,2023-04-04 00:00:00,325.34,C00185,China,电子产品,0,650.68
INV002252,P0019,智能手表,3,2023-04-04 00:00:00,2435.97,C00232,China,电子产品,0,7307.91
INV002253,P0006,运动鞋,2,2023-04-04 00:00:00,1291.18,C00232,China,服装鞋帽,0,2582.35
INV002254,P0004,男士衬衫,2,2023-04-04 00:00:00,581.09,C00232,China,服装鞋帽,0,1162.18
INV002654,P0009,坚果礼盒,2,2023-04-04 00:00:00,112.87,C00275,China,食品饮料,0,225.74
INV002655,P0013,床上四件套,3,2023-04-04 00:00:00,401.42,C00275,China,家居家装,0,1204.27
INV002656,P0007,背包,2,2023-04-04 00:00:00,214.69,C00275,China,服装鞋帽,0,429.38
INV002691,P0006,运动鞋,1,2023-04-04 00:00:00,350.97,C00280,China,服装鞋帽,0,350.97
INV000042,P0001,笔记本电脑,1,2023-04-05 00:00:00,8516.68,C00006,China,电子产品,512.65,8004.03
INV000043,P0016,Python编程书,2,2023-04-05 00:00:00,99.24,C00006,China,图书音像,0,198.48
INV000900,P0018,蓝牙音箱,4,2023-04-05 00:00:00,864.12,C00088,China,电子产品,0,3456.47
INV000901,P0005,女士连衣裙,3,2023-04-05 00:00:00,1137.38,C00088,China,服装鞋帽,0,3412.14
INV001576,P0000,手机,4,2023-04-05 00:00:00,11428.3,C00166,China,电子产品,0,45713.2
INV001857,P0008,咖啡豆,4,2023-04-05 00:00:00,41.72,C00188,China,食品饮料,0,166.87
INV001858,P0010,茶叶,4,2023-04-05 00:00:00,83.19,C00188,China,食品饮料,0,332.78
INV001859,P0011,巧克力,4,2023-04-05 00:00:00,35.26,C00188,China,食品饮料,0,141.05
INV002113,P0014,沙发,2,2023-04-05 00:00:00,2833.52,C00217,China,家居家装,0,5667.04
INV002114,P0011,巧克力,1,2023-04-05 00:00:00,78.29,C00217,China,食品饮料,0,78.29
INV002430,P0014,沙发,2,2023-04-05 00:00:00,2487.67,C00250,China,家居家装,362.3,4613.03
INV000477,P0013,床上四件套,4,2023-04-06 00:00:00,229.63,C00048,China,家居家装,0,918.51
INV000478,P0015,餐具套装,2,2023-04-06 00:00:00,176.68,C00048,China,家居家装,23.08,330.28
INV000479,P0019,智能手表,2,2023-04-06 00:00:00,845.85,C00048,China,电子产品,0,1691.7
INV000480,P0014,沙发,4,2023-04-06 00:00:00,1867.39,C00048,China,家居家装,125.36,7344.2
INV000744,P0004,男士衬衫,1,2023-04-06 00:00:00,354.9,C00074,China,服装鞋帽,0,354.9
INV000745,P0009,坚果礼盒,1,2023-04-06 00:00:00,137.61,C00074,China,食品饮料,0,137.61
INV000746,P0011,巧克力,4,2023-04-06 00:00:00,81.63,C00074,China,食品饮料,0,326.54
INV000991,P0016,Python编程书,3,2023-04-06 00:00:00,66.64,C00102,China,图书音像,0,199.92
INV001671,P0004,男士衬衫,2,2023-04-06 00:00:00,271.47,C00176,China,服装鞋帽,0,542.94
INV001672,P0003,移动电源,2,2023-04-06 00:00:00,176.66,C00176,China,电子产品,0,353.32
INV001673,P0018,蓝牙音箱,4,2023-04-06 00:00:00,319.33,C00176,China,电子产品,0,1277.34
INV001674,P0000,手机,4,2023-04-06 00:00:00,3883.96,C00176,China,电子产品,242.33,15293.49
INV001971,P0006,运动鞋,1,2023-04-06 00:00:00,873.89,C00201,China,服装鞋帽,45.01,828.88
INV001972,P0010,茶叶,4,2023-04-06 00:00:00,256.9,C00201,China,食品饮料,0,1027.6
INV001973,P0013,床上四件套,1,2023-04-06 00:00:00,674.59,C00201,China,家居家装,106.57,568.02
INV002284,P0019,智能手表,4,2023-04-06 00:00:00,1343.54,C00234,China,电子产品,153.26,5220.89
INV000208,P0002,无线耳机,4,2023-04-07 00:00:00,594.23,C00021,China,电子产品,0,2376.93
INV000209,P0019,智能手表,2,2023-04-07 00:00:00,1417.57,C00021,China,电子产品,0,2835.14
INV000210,P0018,蓝牙音箱,3,2023-04-07 00:00:00,333.63,C00021,China,电子产品,0,1000.88
INV000211,P0017,商业分析书,4,2023-04-07 00:00:00,114.7,C00021,China,图书音像,0,458.79
INV000658,P0015,餐具套装,2,2023-04-07 00:00:00,845.76,C00065,China,家居家装,0,1691.52
INV000659,P0011,巧克力,4,2023-04-07 00:00:00,161.9,C00065,China,食品饮料,32.01,615.57
INV000660,P0006,运动鞋,2,2023-04-07 00:00:00,1627.79,C00065,China,服装鞋帽,0,3255.59
INV001630,P0017,商业分析书,3,2023-04-07 00:00:00,47.13,C00172,China,图书音像,0,141.4
INV002240,P0002,无线耳机,2,2023-04-07 00:00:00,882.35,C00228,China,电子产品,74.24,1690.46
INV002241,P0006,运动鞋,4,2023-04-07 00:00:00,872.11,C00228,China,服装鞋帽,0,3488.43
INV002242,P0019,智能手表,1,2023-04-07 00:00:00,1835.87,C00228,China,电子产品,0,1835.87
INV002736,P0014,沙发,3,2023-04-07 00:00:00,2662.22,C00286,China,家居家装,0,7986.66
INV002737,P0011,巧克力,4,2023-04-07 00:00:00,63.08,C00286,China,食品饮料,12.47,239.83
INV002738,P0016,Python编程书,3,2023-04-07 00:00:00,79.2,C00286,China,图书音像,9.44,228.16
INV002739,P0009,坚果礼盒,2,2023-04-07 00:00:00,100.81,C00286,China,食品饮料,18.27,183.35
INV002795,P0008,咖啡豆,2,2023-04-07 00:00:00,109.43,C00294,China,食品饮料,0,218.85
INV000711,P0017,商业分析书,1,2023-04-08 00:00:00,61.92,C00069,China,图书音像,9.32,52.6
INV000712,P0009,坚果礼盒,2,2023-04-08 00:00:00,84.99,C00069,China,食品饮料,0,169.99
INV000713,P0013,床上四件套,3,2023-04-08 00:00:00,285.85,C00069,China,家居家装,16.95,840.59
INV000714,P0000,手机,3,2023-04-08 00:00:00,2599.96,C00069,China,电子产品,0,7799.88
INV000975,P0001,笔记本电脑,2,2023-04-08 00:00:00,3339.98,C00098,China,电子产品,0,6679.96
INV000976,P0005,女士连衣裙,2,2023-04-08 00:00:00,223.8,C00098,China,服装鞋帽,0,447.59
INV000539,P0003,移动电源,2,2023-04-09 00:00:00,243.81,C00057,China,电子产品,0,487.63
INV000540,P0006,运动鞋,2,2023-04-09 00:00:00,777.42,C00057,China,服装鞋帽,146.3,1408.54
INV000541,P0016,Python编程书,4,2023-04-09 00:00:00,115.27,C00057,China,图书音像,0,461.08
INV000849,P0000,手机,4,2023-04-09 00:00:00,4326.85,C00085,China,电子产品,0,17307.41
INV001604,P0000,手机,4,2023-04-09 00:00:00,4553.01,C00168,China,电子产品,0,18212.05
INV001605,P0017,商业分析书,3,2023-04-09 00:00:00,122.51,C00168,China,图书音像,0,367.53
INV002403,P0011,巧克力,1,2023-04-09 00:00:00,83.44,C00245,China,食品饮料,0,83.44
INV000168,P0008,咖啡豆,4,2023-04-10 00:00:00,267.13,C00017,China,食品饮料,0,1068.52
INV000169,P0014,沙发,2,2023-04-10 00:00:00,7622.58,C00017,China,家居家装,0,15245.15
INV000170,P0019,智能手表,3,2023-04-10 00:00:00,3709.58,C00017,China,电子产品,0,11128.74
INV000171,P0000,手机,3,2023-04-10 00:00:00,11015.35,C00017,China,电子产品,0,33046.04
INV001176,P0008,咖啡豆,3,2023-04-10 00:00:00,99.76,C00131,China,食品饮料,12.74,286.54
INV001177,P0011,巧克力,3,2023-04-10 00:00:00,76.69,C00131,China,食品饮料,0,230.08
INV001178,P0003,移动电源,2,2023-04-10 00:00:00,192.85,C00131,China,电子产品,16.04,369.66
INV002045,P0003,移动电源,1,2023-04-10 00:00:00,316.48,C00208,China,电子产品,0,316.48
INV002046,P0016,Python编程书,2,2023-04-10 00:00:00,120.44,C00208,China,图书音像,0,240.88
INV002047,P0010,茶叶,2,2023-04-10 00:00:00,240.07,C00208,China,食品饮料,17.46,462.68
INV002048,P0006,运动鞋,2,2023-04-10 00:00:00,914.93,C00208,China,服装鞋帽,73.0,1756.86
INV002462,P0015,餐具套装,1,2023-04-10 00:00:00,370.78,C00254,China,家居家装,0,370.78
INV002463,P0010,茶叶,1,2023-04-10 00:00:00,172.23,C00254,China,食品饮料,0,172.23
INV000597,P0006,运动鞋,2,2023-04-11 00:00:00,1235.37,C00060,China,服装鞋帽,0,2470.75
INV000598,P0003,移动电源,4,2023-04-11 00:00:00,426.84,C00060,China,电子产品,0,1707.35
INV000599,P0000,手机,4,2023-04-11 00:00:00,7979.06,C00060,China,电子产品,0,31916.23
INV000600,P0019,智能手表,3,2023-04-11 00:00:00,2393.82,C00060,China,电子产品,0,7181.45
INV000682,P0015,餐具套装,1,2023-04-11 00:00:00,803.84,C00066,China,家居家装,0,803.84
INV000683,P0019,智能手表,1,2023-04-11 00:00:00,3086.52,C00066,China,电子产品,0,3086.52
INV000722,P0004,男士衬衫,1,2023-04-11 00:00:00,216.36,C00070,China,服装鞋帽,0,216.36
INV000723,P0005,女士连衣裙,2,2023-04-11 00:00:00,271.35,C00070,China,服装鞋帽,0,542.7
INV000724,P0008,咖啡豆,1,2023-04-11 00:00:00,70.31,C00070,China,食品饮料,0,70.31
INV000983,P0004,男士衬衫,4,2023-04-11 00:00:00,155.09,C00100,China,服装鞋帽,21.93,598.43
INV000984,P0018,蓝牙音箱,3,2023-04-11 00:00:00,170.21,C00100,China,电子产品,9.12,501.51
INV000985,P0015,餐具套装,1,2023-04-11 00:00:00,162.7,C00100,China,家居家装,23.15,139.55
INV001506,P0002,无线耳机,4,2023-04-11 00:00:00,891.34,C00161,China,电子产品,0,3565.36
INV001507,P0006,运动鞋,3,2023-04-11 00:00:00,742.71,C00161,China,服装鞋帽,122.53,2105.59
INV001508,P0015,餐具套装,3,2023-04-11 00:00:00,397.76,C00161,China,家居家装,32.26,1161.01
INV001623,P0002,无线耳机,3,2023-04-11 00:00:00,344.64,C00171,China,电子产品,67.89,966.03
INV001624,P0017,商业分析书,3,2023-04-11 00:00:00,51.77,C00171,China,图书音像,0,155.3
INV001929,P0017,商业分析书,4,2023-04-11 00:00:00,59.59,C00195,China,图书音像,0,238.34
INV001930,P0008,咖啡豆,4,2023-04-11 00:00:00,46.44,C00195,China,食品饮料,3.31,182.45
INV002199,P0006,运动鞋,2,2023-04-11 00:00:00,1272.23,C00224,China,服装鞋帽,0,2544.46
INV002200,P0019,智能手表,4,2023-04-11 00:00:00,2597.07,C00224,China,电子产品,0,10388.29
INV002201,P0003,移动电源,2,2023-04-11 00:00:00,387.47,C00224,China,电子产品,0,774.93
INV002202,P0009,坚果礼盒,3,2023-04-11 00:00:00,269.17,C00224,China,食品饮料,0,807.5
INV002088,P0013,床上四件套,4,2023-04-12 00:00:00,483.13,C00215,China,家居家装,0,1932.51
INV002547,P0016,Python编程书,3,2023-04-12 00:00:00,79.55,C00266,China,图书音像,0,238.64
INV002548,P0010,茶叶,4,2023-04-12 00:00:00,131.41,C00266,China,食品饮料,0,525.62
INV000735,P0002,无线耳机,2,2023-04-13 00:00:00,480.4,C00072,China,电子产品,0,960.8
INV001192,P0005,女士连衣裙,3,2023-04-13 00:00:00,1274.07,C00133,China,服装鞋帽,0,3822.2
INV000137,P0018,蓝牙音箱,4,2023-04-14 00:00:00,641.48,C00016,China,电子产品,0,2565.92
INV000138,P0013,床上四件套,4,2023-04-14 00:00:00,756.51,C00016,China,家居家装,0,3026.06
INV000196,P0018,蓝牙音箱,2,2023-04-14 00:00:00,226.32,C00018,China,电子产品,41.89,410.75
INV000197,P0006,运动鞋,1,2023-04-14 00:00:00,448.58,C00018,China,服装鞋帽,0,448.58
INV000482,P0009,坚果礼盒,4,2023-04-14 00:00:00,81.42,C00049,China,食品饮料,0,325.69
INV000483,P0001,笔记本电脑,1,2023-04-14 00:00:00,4581.11,C00049,China,电子产品,0,4581.11
INV000813,P0014,沙发,2,2023-04-14 00:00:00,1855.09,C00080,China,家居家装,0,3710.17
INV000814,P0012,台灯,4,2023-04-14 00:00:00,96.93,C00080,China,家居家装,0,387.73
INV000815,P0015,餐具套装,1,2023-04-14 00:00:00,175.26,C00080,China,家居家装,18.82,156.44
INV001941,P0018,蓝牙音箱,3,2023-04-14 00:00:00,176.58,C00198,China,电子产品,0,529.74
INV001942,P0016,Python编程书,3,2023-04-14 00:00:00,57.73,C00198,China,图书音像,0,173.18
INV000943,P0010,茶叶,2,2023-04-15 00:00:00,118.66,C00091,China,食品饮料,0,237.32
INV000944,P0012,台灯,2,2023-04-15 00:00:00,127.19,C00091,China,家居家装,0,254.37
INV002488,P0002,无线耳机,1,2023-04-15 00:00:00,377.09,C00257,China,电子产品,0,377.09
INV002634,P0015,餐具套装,4,2023-04-15 00:00:00,456.36,C00274,China,家居家装,0,1825.43
INV002635,P0016,Python编程书,2,2023-04-15 00:00:00,128.4,C00274,China,图书音像,15.85,240.94
INV002636,P0019,智能手表,3,2023-04-15 00:00:00,1897.9,C00274,China,电子产品,0,5693.71
INV002799,P0006,运动鞋,2,2023-04-15 00:00:00,539.3,C00295,China,服装鞋帽,0,1078.61
INV002800,P0016,Python编程书,3,2023-04-15 00:00:00,77.92,C00295,China,图书音像,0,233.77
INV002801,P0009,坚果礼盒,1,2023-04-15 00:00:00,123.3,C00295,China,食品饮料,17.36,105.94
INV002802,P0011,巧克力,1,2023-04-15 00:00:00,69.39,C00295,China,食品饮料,0,69.39
INV001079,P0003,移动电源,3,2023-04-16 00:00:00,128.11,C00116,China,电子产品,0,384.33
INV001080,P0018,蓝牙音箱,1,2023-04-16 00:00:00,180.73,C00116,China,电子产品,0,180.73
INV001081,P0017,商业分析书,3,2023-04-16 00:00:00,56.34,C00116,China,图书音像,0,169.01
INV001082,P0011,巧克力,3,2023-04-16 00:00:00,44.13,C00116,China,食品饮料,2.47,129.92
INV001431,P0018,蓝牙音箱,3,2023-04-16 00:00:00,865.95,C00155,China,电子产品,104.81,2493.05
INV001482,P0010,茶叶,2,2023-04-16 00:00:00,109.12,C00159,China,食品饮料,0,218.25
INV001721,P0005,女士连衣裙,2,2023-04-16 00:00:00,461.74,C00179,China,服装鞋帽,0,923.48
INV001722,P0009,坚果礼盒,3,2023-04-16 00:00:00,161.36,C00179,China,食品饮料,28.03,456.04
INV001723,P0010,茶叶,1,2023-04-16 00:00:00,195.67,C00179,China,食品饮料,35.8,159.87
INV001724,P0015,餐具套装,4,2023-04-16 00:00:00,338.58,C00179,China,家居家装,0,1354.32
INV002230,P0000,手机,3,2023-04-16 00:00:00,2407.15,C00226,China,电子产品,251.85,6969.6
INV002231,P0006,运动鞋,4,2023-04-16 00:00:00,386.05,C00226,China,服装鞋帽,0,1544.2
INV000949,P0010,茶叶,4,2023-04-17 00:00:00,103.99,C00092,China,食品饮料,0,415.95
INV002715,P0000,手机,4,2023-04-17 00:00:00,5524.34,C00284,China,电子产品,0,22097.35
INV002716,P0013,床上四件套,3,2023-04-17 00:00:00,577.37,C00284,China,家居家装,0,1732.12
INV001245,P0010,茶叶,2,2023-04-18 00:00:00,340.66,C00137,China,食品饮料,22.49,658.83
INV001246,P0018,蓝牙音箱,2,2023-04-18 00:00:00,644.67,C00137,China,电子产品,0,1289.34
INV001247,P0012,台灯,3,2023-04-18 00:00:00,336.11,C00137,China,家居家装,43.7,964.63
INV001284,P0015,餐具套装,4,2023-04-18 00:00:00,462.83,C00142,China,家居家装,39.1,1812.21
INV001285,P0004,男士衬衫,1,2023-04-18 00:00:00,505.22,C00142,China,服装鞋帽,60.66,444.56
INV001286,P0017,商业分析书,1,2023-04-18 00:00:00,184.95,C00142,China,图书音像,0,184.95
INV001533,P0007,背包,1,2023-04-18 00:00:00,281.3,C00162,China,服装鞋帽,0,281.3
INV001534,P0013,床上四件套,3,2023-04-18 00:00:00,464.8,C00162,China,家居家装,0,1394.41
INV001535,P0019,智能手表,1,2023-04-18 00:00:00,1524.84,C00162,China,电子产品,0,1524.84
INV001553,P0018,蓝牙音箱,1,2023-04-18 00:00:00,319.07,C00163,China,电子产品,60.57,258.51
INV001554,P0002,无线耳机,2,2023-04-18 00:00:00,546.31,C00163,China,电子产品,0,1092.62
INV001555,P0013,床上四件套,3,2023-04-18 00:00:00,408.64,C00163,China,家居家装,0,1225.91
INV002526,P0004,男士衬衫,4,2023-04-18 00:00:00,353.02,C00263,China,服装鞋帽,0,1412.09
INV002527,P0011,巧克力,3,2023-04-18 00:00:00,83.35,C00263,China,食品饮料,0,250.04
INV002528,P0001,笔记本电脑,2,2023-04-18 00:00:00,9198.61,C00263,China,电子产品,0,18397.21
INV000373,P0018,蓝牙音箱,2,2023-04-19 00:00:00,613.13,C00038,China,电子产品,0,1226.27
INV000374,P0017,商业分析书,4,2023-04-19 00:00:00,200.91,C00038,China,图书音像,27.62,776.02
INV000409,P0015,餐具套装,3,2023-04-19 00:00:00,333.86,C00041,China,家居家装,0,1001.59
INV000410,P0017,商业分析书,4,2023-04-19 00:00:00,115.27,C00041,China,图书音像,0,461.09
INV001263,P0009,坚果礼盒,4,2023-04-19 00:00:00,145.86,C00139,China,食品饮料,0,583.44
INV001264,P0006,运动鞋,4,2023-04-19 00:00:00,757.6,C00139,China,服装鞋帽,0,3030.39
INV001265,P0002,无线耳机,2,2023-04-19 00:00:00,629.03,C00139,China,电子产品,84.15,1173.9
INV001860,P0019,智能手表,2,2023-04-19 00:00:00,604.63,C00188,China,电子产品,39.77,1169.49
INV001861,P0003,移动电源,3,2023-04-19 00:00:00,109.2,C00188,China,电子产品,0,327.59
INV001862,P0000,手机,2,2023-04-19 00:00:00,1911.45,C00188,China,电子产品,354.27,3468.62
INV002431,P0015,餐具套装,2,2023-04-19 00:00:00,241.97,C00250,China,家居家装,38.96,444.97
INV002432,P0002,无线耳机,4,2023-04-19 00:00:00,460.48,C00250,China,电子产品,82.12,1759.79
INV002626,P0015,餐具套装,1,2023-04-19 00:00:00,185.41,C00272,China,家居家装,30.22,155.18
INV002705,P0016,Python编程书,1,2023-04-19 00:00:00,102.32,C00281,China,图书音像,0,102.32
INV000453,P0002,无线耳机,4,2023-04-20 00:00:00,370.28,C00044,China,电子产品,0,1481.13
INV000454,P0014,沙发,3,2023-04-20 00:00:00,1911.95,C00044,China,家居家装,0,5735.85
INV000455,P0015,餐具套装,1,2023-04-20 00:00:00,168.92,C00044,China,家居家装,25.29,143.63
INV000456,P0012,台灯,2,2023-04-20 00:00:00,100.3,C00044,China,家居家装,19.81,180.79
INV000775,P0015,餐具套装,4,2023-04-20 00:00:00,314.33,C00077,China,家居家装,0,1257.33
INV001509,P0000,手机,3,2023-04-20 00:00:00,5683.7,C00161,China,电子产品,0,17051.09
INV001510,P0002,无线耳机,4,2023-04-20 00:00:00,736.42,C00161,China,电子产品,115.15,2830.52
INV001511,P0014,沙发,2,2023-04-20 00:00:00,3922.1,C00161,China,家居家装,0,7844.2
INV001512,P0012,台灯,4,2023-04-20 00:00:00,213.72,C00161,China,家居家装,31.75,823.14
INV001832,P0019,智能手表,3,2023-04-20 00:00:00,3264.47,C00187,China,电子产品,177.7,9615.7
INV001833,P0017,商业分析书,1,2023-04-20 00:00:00,230.06,C00187,China,图书音像,0,230.06
INV001834,P0000,手机,2,2023-04-20 00:00:00,9939.15,C00187,China,电子产品,820.41,19057.89
INV001835,P0005,女士连衣裙,3,2023-04-20 00:00:00,857.1,C00187,China,服装鞋帽,131.77,2439.54
INV002464,P0002,无线耳机,2,2023-04-20 00:00:00,752.48,C00254,China,电子产品,0,1504.96
INV002465,P0010,茶叶,3,2023-04-20 00:00:00,203.44,C00254,China,食品饮料,0,610.32
INV002466,P0011,巧克力,3,2023-04-20 00:00:00,84.03,C00254,China,食品饮料,0,252.1
INV001798,P0006,运动鞋,1,2023-04-21 00:00:00,645.16,C00185,China,服装鞋帽,0,645.16
INV001799,P0011,巧克力,3,2023-04-21 00:00:00,82.35,C00185,China,食品饮料,0,247.05
INV001800,P0019,智能手表,1,2023-04-21 00:00:00,1493.63,C00185,China,电子产品,0,1493.63
INV001801,P0017,商业分析书,4,2023-04-21 00:00:00,107.59,C00185,China,图书音像,0,430.35
INV001867,P0018,蓝牙音箱,4,2023-04-21 00:00:00,260.96,C00189,China,电子产品,0,1043.85
INV001868,P0015,餐具套装,4,2023-04-21 00:00:00,225.2,C00189,China,家居家装,21.27,879.53
INV001886,P0005,女士连衣裙,1,2023-04-21 00:00:00,466.41,C00192,China,服装鞋帽,0,466.41
INV001887,P0010,茶叶,4,2023-04-21 00:00:00,184.87,C00192,China,食品饮料,22.4,717.09
INV001897,P0011,巧克力,4,2023-04-21 00:00:00,200.11,C00193,China,食品饮料,0,800.45
INV001898,P0006,运动鞋,4,2023-04-21 00:00:00,1855.06,C00193,China,服装鞋帽,0,7420.23
INV001899,P0002,无线耳机,2,2023-04-21 00:00:00,1610.97,C00193,China,电子产品,0,3221.94
INV001900,P0018,蓝牙音箱,3,2023-04-21 00:00:00,825.35,C00193,China,电子产品,0,2476.06
INV002140,P0011,巧克力,1,2023-04-21 00:00:00,65.63,C00220,China,食品饮料,0,65.63
INV000106,P0016,Python编程书,3,2023-04-22 00:00:00,234.9,C00011,China,图书音像,0,704.71
INV000570,P0007,背包,3,2023-04-22 00:00:00,706.3,C00059,China,服装鞋帽,0,2118.91
INV000571,P0018,蓝牙音箱,1,2023-04-22 00:00:00,831.71,C00059,China,电子产品,0,831.71
INV000850,P0019,智能手表,4,2023-04-22 00:00:00,1345.46,C00085,China,电子产品,124.62,5257.21
INV000851,P0004,男士衬衫,2,2023-04-22 00:00:00,298.23,C00085,China,服装鞋帽,0,596.45
INV000852,P0002,无线耳机,1,2023-04-22 00:00:00,585.05,C00085,China,电子产品,0,585.05
INV001084,P0004,男士衬衫,2,2023-04-22 00:00:00,191.8,C00117,China,服装鞋帽,0,383.61
INV001085,P0001,笔记本电脑,2,2023-04-22 00:00:00,4949.96,C00117,China,电子产品,648.85,9251.07
INV001328,P0007,背包,4,2023-04-22 00:00:00,354.11,C00144,China,服装鞋帽,0,1416.45
INV001329,P0001,笔记本电脑,3,2023-04-22 00:00:00,10574.06,C00144,China,电子产品,0,31722.18
INV001330,P0016,Python编程书,4,2023-04-22 00:00:00,115.11,C00144,China,图书音像,0,460.46
INV001331,P0000,手机,3,2023-04-22 00:00:00,5543.64,C00144,China,电子产品,0,16630.91
INV002049,P0000,手机,1,2023-04-22 00:00:00,5824.73,C00208,China,电子产品,0,5824.73
INV002050,P0013,床上四件套,2,2023-04-22 00:00:00,528.54,C00208,China,家居家装,0,1057.08
INV002393,P0010,茶叶,4,2023-04-22 00:00:00,143.34,C00243,China,食品饮料,0,573.36
INV002394,P0007,背包,3,2023-04-22 00:00:00,259.21,C00243,China,服装鞋帽,0,777.62
INV002395,P0016,Python编程书,1,2023-04-22 00:00:00,90.05,C00243,China,图书音像,0,90.05
INV000421,P0001,笔记本电脑,4,2023-04-23 00:00:00,19329.18,C00042,China,电子产品,0,77316.73
INV000422,P0000,手机,3,2023-04-23 00:00:00,10466.64,C00042,China,电子产品,0,31399.92
INV000423,P0005,女士连衣裙,1,2023-04-23 00:00:00,1112.12,C00042,China,服装鞋帽,0,1112.12
